2,-0.2681351572645556,-1.464250364188342
3,8.141449005845745,-0.2624249731033452,-1.4517101566633823
4,0.3206096114989405,-1.522823804124578,8.639057524965835,-0.2683113096690892
5,1.8088684712952086,8.751195888378795,-1.7347058754875597,-0.30573525130302004,-0.02337374629537825
6,-1.7718508334921537,1.8116177819980939,11.14029059399371,1.0097912185722802,0.061633466000957426,-0.40673064253337676
7,0.057358513580916703,1.8367052023663746,1.5362810211991764,-1.795774541352214,1.2783853878291973,11.243153074880082,1.351093779848295
8,-0.14140044095225557,11.250279145440757,2.6305564844671796,1.9745340798127726,4.062905133230155,0.07221597013463432,2.0007463906378637,-1.812765949198961
9,-1.0795714546833197,1.8896809480059913,11.687319680299616,-0.5468363271086889,2.5352061021894254,1.9896128047322934,4.624138672377186,3.6298658708008142,-1.2821086964531851
10,11.670990508630176,-1.8013103173444465,4.342198140307866,-1.133461514657055,6.270744892573578,5.271449987510287,6.031759652544608,0.3424045654871266,1.9875738972550474,-0.24279401557933644
11,4.825725221766183,11.732442138762474,7.216232673086173,-1.1345337182106794,5.746348526111685,6.801188307304734,3.317495627723437,-1.76507802395225,1.5374744521283654,0.46364317554055035,1.9364308789876246
12,1.9333696137821912,7.784386260171299,3.4724067128013356,0.9547994797024666,7.02276701970904,7.081533842990938,11.810291388342295,1.98780843782599,-1.253648893157345,-0.6065412631454739,4.555981459979382,-1.7627932590757014
13,6.200453524457707,2.387679584944534,7.064249260773279,-1.699610908241535,2.7628150829601648,1.903210308589105,4.705605538694958,11.838585477909596,12.494604518295501,7.77311104884507,-0.810595568696372,-1.292432100541865,4.522835981272979
14,-1.765876135067468,11.914416489263044,5.270003560799886,3.4275303800648222,-0.725957000576579,2.533115632387841,0.5073653110476246,21.682492883296053,6.955600796513345,-1.2338240129205238,4.980509741858142,11.837884448959445,8.545979587522384,8.25089569979718
15,-0.9974479064851121,-1.736180588038535,-0.9543824037951358,18.54349341121161,12.793891983365231,1.2767481637473814,8.03960058305775,11.824085939652043,3.5211743513933547,5.886130634868071,6.980858351163077,10.59337568158672,2.6996634936959367,5.029298659642377,0.9767505558892964
16,9.198541154597324,5.307825010922436,1.3655282544009264,-1.6988529331055608,38.43870664616505,2.33971309869949,10.701608323351733,11.92741802449419,-0.7081135036877715,12.915154705432519,7.127300612603786,5.052609359241286,2.8200525849248326,7.329955293844739,12.046325627828255,-1.238328167065217
17,0.776654128066474,7.521385320699501,1.3568531664779728,11.894855500800745,13.457266372747036,-1.2058740227525202,5.500686336219882,-1.6649288697170501,15.389288075203776,8.95057788152108,3.6519126104029374,-1.0735292724255436,7.133708266817502,2.4271079268716775,12.89255781883503,9.780062725182932,53.23954140548497
18,20.26124919336156,2.537152301736586,3.790635330466171,82.28601790846216,16.018775500959624,9.064811718511498,13.911339783352947,-0.8995167674536662,-1.2071537759144972,8.237095845514531,-1.0205416225727448,10.603319239670089,7.4634283591401935,11.90470089425759,1.1609169323105988,10.13165432255072,-1.6516256133826575,5.377976121556211
19,15.094203026817393,11.95680477262194,2.8968360654072622,-1.1394128245527566,-0.7324566722761365,26.205795968297057,11.894551493420296,13.82784722177604,-1.6160513075660061,10.03625452186321,-0.7554907986051762,-1.112222453205564,3.9836243332685433,8.94517035289534,5.596719999880278,10.035571677826479,91.987937720093,15.999135263165115,1.3476961424623095
20,16.912945263590544,9.945565831581705,9.89490965837197,-1.1414664598862387,1.66818076466675,14.882003444735808,15.496890601200246,-1.6266934443050378,-1.1535571398143893,4.4248014442727115,9.929684942809779,101.96658919386476,17.19936668863978,1.087586775214521,-0.9051229645104177,11.887993233972551,9.231416307024555,2.8669724264188705,3.978143683507616,27.754964626216385
21,11.883664118809783,6.090312340098263,-1.0710156786273506,1.536294292677069,2.8873359386636253,11.349272421924574,29.541969782748247,127.90395490667714,16.90424197416418,18.792818623945447,9.59482845056375,11.922291449569137,4.042416770015048,15.236052144946207,6.197882774106914,2.996070537993277,-1.6207338143901457,15.588953723121048,-0.9870747395098154,9.298001344474885,2.163755998034807
22,2.9020906272923934,-0.6792323686334352,6.131589227870112,12.57692375771735,11.87292188371376,3.4917089525485325,-1.1855861706164084,16.53709936993872,9.636383142681057,-1.6277055628657788,18.000847532752527,1.8068935655187026,13.074433186023718,2.6827864429729065,6.847223738576044,15.762222514346774,2.894709776139533,15.739966193132027,42.379774757696595,4.135929153219741,6.5439753435286665,309.6153655950545
23,15.796181544395111,5.175667206539712,-1.5946683359298426,4.811310896362367,324.5418061144363,2.94668198498818,17.983754107180676,13.438806433602387,7.15149741816491,3.109897911026775,-1.37303440876577,-0.8291548834400069,12.59301651076842,0.9150418723141871,16.394078112484987,9.7664391040557,5.358447627532485,11.86037516011951,9.624409911820496,4.134929274618427,9.440149856663266,16.86856845819795,28.707688693867315
