2,0.8661927607264488
3,3.2851947118708242
4,2.687700562564611
5,2.5247758465519925
6,2.700319089431762
7,2.7283930744366076
8,2.9931754492343225
9,3.251593395183391
10,3.909468749188952
11,4.225144794870378
12,4.185527302556954
13,5.0350606849402055
14,6.402246548576739
15,6.123538847172776
16,8.138502081272819
17,9.289222923542741
18,11.52932840173189
19,12.377041190315785
20,13.197742744730231
21,14.648044848812411
22,23.005698584674516
23,22.80067851422934
24,24.111250115907623
25,24.58522412828779
26,25.283647830161627
27,28.755160179618297
28,28.196020541796535
29,33.41493263500655
30,35.74061678079106
31,35.55802475471741
32,35.296319192612344
33,39.890268085300725
34,47.790232812874976
35,67.87467443134854
36,73.79362714911218
37,145.25231926373175
38,186.15734733212787
39,124.5385724180362
40,232.44964758605926
41,240.37733501284436
42,186.614505269903
43,241.27189272644438
44,243.73642880856224
45,244.66136001996196
46,242.2215396918995
47,251.16992690750507
48,271.0944935463299
49,269.6126229729122
50,266.8119208457341
51,262.29004090900463
52,193.75567499038925
53,197.93159988370795
54,206.2972030434674
55,244.93624803506094
56,181.567398983985
57,312.105135997082
58,234.2021046504291
59,229.8525181787432
60,214.81329922430066
61,221.63908952171766
62,186.81037162981949
63,205.78988036615112
64,172.85275507400092
